1.1126,33.166,0.94756,29.366
1.7689,31.753,1.7486,28.302
2.0087,31.741,1.9662,27.935
1.4859,31.028,1.3874,27.402
1.472,31.147,1.3508,27.084
2.8583,30.78,2.9818,23.667
1.4475,26.115,1.2818,23.213
1.9336,26.135,1.8556,23.383
1.8044,28.748,1.6801,22.771
1.9316,26.615,1.8731,22.538
1.8298,24.819,1.7141,22.247
2.1593,25.117,2.1741,22.083
1.973,26.298,1.9357,21.66
1.6047,25.819,1.4765,21.737
2.1862,24.239,2.1716,21.61
1.992,24.269,1.9731,21.32
1.9606,23.729,1.8962,21.008
1.72,22.707,1.6221,20.911
2.0572,21.005,2.0275,21.021
1.7212,20.626,1.6033,20.568
