8.8955,4.3799,9.3468,0.3788
12.853,4.3554,9.4143,0.090415
8.7087,4.0919,9.0463,0.092621
8.7127,4.5808,10.153,0.11934
9.2877,4.4537,9.9966,0.15683
10.191,5.1747,11.65,0.21228
9.793,4.8181,10.552,0.21642
9.1211,4.5816,9.9254,0.24472
9.2195,4.8201,10.511,0.26602
8.9534,4.3838,9.7258,0.29187
9.9324,4.7438,10.452,0.32086
NaN,4.638,10.152,0.34955
10.017,4.4341,9.7131,0.38109
NaN,5.036,10.996,0.40523
10.012,4.8202,10.629,0.43754
9.5126,4.7984,10.467,0.46394
NaN,4.8657,10.604,0.4974
NaN,5.0537,10.915,0.51284
NaN,4.6572,10.105,0.54812
NaN,4.9021,10.66,0.57616
