9.7695,4.7361,10.107,0.081561
15.128,4.8658,10.517,0.13698
9.9896,4.4748,9.8928,0.20803
9.5599,4.637,10.278,0.27683
10.511,4.753,10.669,0.35864
10.966,5.329,11.997,0.43066
10.62,5.0337,11.024,0.48184
10.502,4.8128,10.426,0.53448
10.192,4.9723,10.843,0.58161
10.056,4.6302,10.272,0.65011
11.148,4.9545,10.916,0.71498
NaN,4.8241,10.559,0.79217
11.365,4.6181,10.116,1.0195
NaN,5.1469,11.238,0.95188
10.883,5.0203,11.07,1.1494
10.126,4.9416,10.779,1.1249
NaN,5.0607,11.029,1.1127
NaN,5.2071,11.246,1.3073
NaN,4.7966,10.407,1.2511
NaN,5.0401,10.96,1.602
NaN,4.9122,10.638,1.5345
NaN,5.1075,11.143,1.4563
NaN,4.8523,10.575,1.4932
NaN,4.9134,10.712,1.7965
NaN,5.0391,10.982,1.8408
NaN,4.7658,10.521,1.7964
NaN,4.973,10.736,1.7666
NaN,4.945,10.806,1.8309
NaN,5.0511,11.018,2.1062
NaN,5.0714,11.055,2.0308
NaN,5.1615,11.297,2.0794
NaN,5.1618,11.163,2.3031
NaN,5.0571,11.112,2.1761
NaN,5.01,10.939,2.1649
NaN,5.3267,11.652,2.4501
NaN,5.2352,11.509,2.7294
NaN,5.1456,11.162,2.4843
NaN,5.2863,11.535,2.4929
NaN,5.1364,11.121,3.6802
NaN,5.2859,11.567,2.4727
NaN,5.2891,11.602,2.7948
NaN,5.2074,11.446,2.6997
NaN,5.0914,11.045,2.5786
NaN,5.1105,11.188,2.9484
NaN,5.1795,11.338,2.6132
NaN,5.3115,11.639,3.0931
NaN,5.3115,11.587,2.9414
NaN,5.1326,11.194,3.1388
NaN,5.3065,11.583,3.0892
NaN,5.2576,11.486,3.3048
NaN,5.3211,11.627,3.2078
NaN,5.4389,11.828,3.4114
NaN,5.4689,11.999,3.5302
NaN,5.3303,11.677,3.7396
NaN,5.3328,11.68,3.2886
NaN,5.153,11.233,3.116
NaN,5.4069,11.857,3.4482
NaN,5.2021,11.331,2.9633
NaN,5.2385,11.357,3.0683
NaN,5.4857,11.902,3.0322
NaN,5.3258,11.646,3.548
NaN,5.4856,12.012,3.8318
NaN,5.4291,11.828,3.7116
NaN,5.4425,11.869,3.332
NaN,5.4622,11.949,3.1298
NaN,5.4502,11.906,2.9735
NaN,5.4566,11.88,3.0624
NaN,5.4552,11.889,2.8682
NaN,5.4977,12.026,2.9469
NaN,5.2362,11.454,3.1457
NaN,5.5092,12.017,2.8155
NaN,5.5,11.986,2.9753
NaN,5.3343,11.67,3.1243
NaN,5.3626,11.696,2.8386
NaN,5.3962,11.774,2.6354
NaN,5.5806,12.196,2.8064
NaN,5.6454,12.353,2.7705
NaN,5.4336,11.825,2.79
NaN,5.5756,12.191,2.7269
NaN,5.6359,12.311,2.6137
NaN,5.5262,12.024,2.6418
NaN,5.5623,12.165,2.6071
NaN,5.2684,11.528,2.2076
NaN,5.6355,12.297,2.1603
NaN,5.4684,11.911,1.9784
NaN,5.9267,12.951,1.8821
NaN,5.5935,12.218,1.8182
NaN,5.6699,12.394,1.7013
NaN,5.7789,12.592,1.6005
NaN,5.7456,12.52,1.5232
