1;37.97800446;-1.128746562
2;37.97850796;-1.130174015
3;37.97708166;-1.129754
4;37.97561315;-1.129361052
5;37.9833834;-1.122302543
6;37.98592134;-1.123009986
7;37.9850897;-1.123312044
8;37.986317905;-1.1236528215
9;37.99567761;-1.131033199
10;37.98560866;-1.120907828
11;37.97493656;-1.13018285
12;37.97620786;-1.128215945
13;37.97670577;-1.127292462
14;37.97679447;-1.126772817
15;37.9798148466667;-1.12651728366667
16;37.98950395;-1.129307142
17;37.9844892875;-1.121245172
18;37.98737468;-1.125453206
19;37.98804182;-1.124862481
20;37.98879425;-1.125176722
21;37.99044429;-1.126036955
22;37.99025673;-1.126841239
23;37.98985501;-1.128584444
24;37.98646245;-1.134247807
25;37.98740415;-1.141679946
26;37.98918327;-1.139730909
27;37.98849008;-1.142711235
28;37.98895203;-1.141980336
29;37.98968796;-1.142542446
30;37.98969518;-1.127794368
31;37.98975543;-1.141951826
32;37.99019329;-1.140886195
33;37.98994057;-1.137498266
34;37.99045358;-1.139728399
35;37.99176786;-1.140443369
36;37.99201251;-1.139613265
37;37.99264062;-1.140276168
38;37.991879864;-1.1372587832
39;37.98972436;-1.126806289
40;37.99290263;-1.139877575
41;37.99388652;-1.135524555
42;37.99342319;-1.134647024
43;37.99364757;-1.133765328
44;37.99408914;-1.134442237
45;37.99426963;-1.133729728
46;37.99251568;-1.132659512
47;37.99225007;-1.132788843
48;37.98954489;-1.125635657
49;37.99362563;-1.13667671
50;37.99350397;-1.137424673
51;37.99530762;-1.136631224
52;37.99528703;-1.137058925
53;37.99485466;-1.136902653
54;37.99604163;-1.136846288
55;37.99491059;-1.130981829
56;37.99470396;-1.130803153
57;37.99485325;-1.130482141
58;37.99631932;-1.129539975
59;37.99555656;-1.128616905
60;37.99268768;-1.124783795
61;37.99260837;-1.127466568
62;37.98294589;-1.122864638
63;37.99493736;-1.132251009
64;37.99186179;-1.127476277
65;37.99218475;-1.127544427
66;37.99497955;-1.128735258
67;37.99722997;-1.127862053
68;37.99128625;-1.128053634
69;37.99011346;-1.127572278
70;37.99566483;-1.127450002
71;37.99530239;-1.126361519
72;37.99291806;-1.128751553
73;37.99484824;-1.128421071
74;37.98847895;-1.129683857
75;37.98867029;-1.130003675
76;37.9877762;-1.123706913
77;37.99668875;-1.127361569
78;37.99642312;-1.132992207
79;37.9970448;-1.130231619
80;37.99737635;-1.12866747
81;37.99728201;-1.130203664
82;37.9969952;-1.131572402
83;37.994152;-1.126953616
84;37.99037566;-1.135190941
85;37.99452335;-1.125517717
86;37.98889959;-1.134867741
87;37.99392584;-1.125602318
88;37.98831506;-1.139090623
89;37.99100641;-1.13370568
90;37.99153423;-1.132034815
91;37.99095478;-1.131873999
92;37.98832446;-1.132732568
93;37.98711376;-1.133884206
94;37.99628773;-1.130802381
95;37.98713944;-1.134792406
96;37.98712318;-1.135523706
97;37.991709165;-1.1326945985
98;37.99147713;-1.134663843
99;37.99136503;-1.134500337
100;37.98839525;-1.134596126
101;37.99010136;-1.129995796
102;37.99075551;-1.13636205
103;37.99076002;-1.136959226
104;37.99045763;-1.137065033
105;37.99041572;-1.137850526
106;37.98995633;-1.138555342
107;37.99314023;-1.13417748
108;37.98994659;-1.135779533
109;37.99017427;-1.1302786
110;37.98785624;-1.122325678
111;37.98519138;-1.136242639
112;37.98384558;-1.13247363
113;37.98795791;-1.142293125
114;37.98442152;-1.134752457
115;37.98671604;-1.139212169
116;37.987135944;-1.140087534
117;37.98605871;-1.138932215
118;37.99071554;-1.13037929
119;37.98535783;-1.13833636
120;37.98524195;-1.1405405
121;37.98198755;-1.12908657
122;37.98135793;-1.127867475
123;37.98136819;-1.128725998
124;37.98089555;-1.128785937
125;37.98096116;-1.129861009
126;37.99066594;-1.130110089
127;37.98076011;-1.130505925
128;37.98080301;-1.13129798
129;37.97993644;-1.131561886
130;37.97935445;-1.132011819
131;37.97873137;-1.132835572
132;37.97837094;-1.133385099
133;37.97758973;-1.134368503
134;37.98032296;-1.132225392
135;37.97733435;-1.132877153
136;37.97835124;-1.129188967
137;37.98253267;-1.139037951
